OrdenID,MaterialID,Cantidad,PrecioUnitario,PrecioTotal
72,44,34,0.16,5.44
72,45,35,0.79,27.65
72,47,39,0.32,12.48
72,49,57,0.39,22.23
72,54,61,1.09,66.49
72,57,39,0.42,16.38
72,58,31,0.16,4.96
72,63,46,0.3,13.8
72,65,28,0.4,11.2
72,66,53,0.53,28.09
72,69,61,0.21,12.81
72,79,42,0.31,13.02
72,81,35,0.43,15.05
72,84,32,1.07,34.24
72,85,27,0.4,10.8
72,87,39,0.78,30.42
72,91,40,1.13,45.2
72,93,44,0.34,14.96
72,94,48,0.97,46.56
72,97,42,0.46,19.32
72,99,44,0.16,7.04
72,101,45,1.13,50.85
72,113,28,0.91,25.48
72,114,33,0.57,18.81
72,116,53,0.3,15.9
72,117,41,0.5,20.5
72,118,38,0.33,12.54
72,120,39,0.62,24.18
72,124,42,0.26,10.92
72,125,27,0.61,16.47
72,126,24,0.29,6.96
72,128,29,0.58,16.82
72,134,29,0.95,27.55
72,138,36,0.7,25.2
72,139,45,0.92,41.4
72,141,38,0.62,23.56
72,145,38,1.14,43.32
72,147,54,0.99,53.46
72,148,41,1.04,42.64
72,153,46,0.82,37.72
73,3,42,0.26,10.92
73,5,42,0.24,10.08
73,7,28,0.51,14.28
73,8,27,0.53,14.31
73,11,43,0.64,27.52
73,19,47,0.34,15.98
73,23,35,0.6,21.0
73,26,39,0.65,25.35
73,28,29,0.43,12.47
73,29,43,0.41,17.63
73,31,26,0.59,15.34
73,33,26,0.42,10.92
73,35,61,1.08,65.88
73,36,43,1.07,46.01
73,40,43,0.78,33.54
73,41,48,0.86,41.28
73,46,42,0.73,30.66
73,50,32,0.54,17.28
73,54,29,1.09,31.61
73,59,31,0.55,17.05
73,68,26,0.37,9.62
73,73,35,0.33,11.55
73,80,34,0.72,24.48
73,88,50,0.24,12.0
73,90,51,1.09,55.59
73,92,37,0.18,6.66
73,93,48,0.34,16.32
73,95,66,0.6,39.6
73,96,37,0.47,17.39
73,103,48,1.1,52.8
73,104,32,0.99,31.68
73,105,29,0.74,21.46
73,106,46,0.93,42.78
73,108,34,0.72,24.48
73,109,35,1.12,39.2
73,115,39,0.44,17.16
73,120,22,0.62,13.64
73,121,25,0.75,18.75
73,122,30,0.33,9.9
73,123,43,0.45,19.35
73,129,27,1.13,30.51
73,130,50,0.62,31.0
73,131,39,0.21,8.19
73,132,46,0.17,7.82
73,133,37,0.2,7.4
73,135,51,0.29,14.79
73,136,36,0.57,20.52
73,140,61,0.42,25.62
73,142,23,1.08,24.84
73,143,36,1.1,39.6
73,144,57,1.01,57.57
73,149,41,0.27,11.07
73,152,44,1.14,50.16
73,154,40,0.4,16.0
74,4,35,0.55,19.25
74,5,45,0.24,10.8
74,9,50,0.44,22.0
74,10,29,0.71,20.59
74,12,23,0.98,22.54
74,13,52,0.72,37.44
74,16,51,1.08,55.08
74,24,43,0.15,6.45
74,32,46,0.64,29.44
74,33,36,0.42,15.12
74,43,23,0.24,5.52
74,44,22,0.16,3.52
74,45,37,0.79,29.23
74,47,27,0.32,8.64
74,52,35,0.82,28.7
74,53,46,0.47,21.62
74,55,28,0.73,20.44
74,56,35,0.86,30.1
74,58,32,0.16,5.12
74,60,27,0.62,16.74
74,61,51,0.52,26.52
74,62,34,0.37,12.58
74,63,48,0.3,14.4
74,64,51,0.18,9.18
74,69,68,0.21,14.28
74,70,37,0.17,6.29
74,71,52,0.9,46.8
74,74,30,0.48,14.4
74,76,39,0.33,12.87
74,77,43,0.73,31.39
74,78,50,1.03,51.5
74,79,35,0.31,10.85
74,82,40,0.41,16.4
74,85,54,0.4,21.6
74,94,30,0.97,29.1
74,95,40,0.6,24.0
74,100,23,0.86,19.78
74,101,34,1.13,38.42
74,102,35,0.39,13.65
74,107,39,0.82,31.98
74,110,57,0.57,32.49
74,113,26,0.91,23.66
74,114,29,0.57,16.53
74,117,38,0.5,19.0
74,119,31,1.1,34.1
74,122,41,0.33,13.53
74,125,26,0.61,15.86
74,127,59,1.04,61.36
74,128,44,0.58,25.52
74,138,46,0.7,32.2
74,141,40,0.62,24.8
74,142,34,1.08,36.72
74,145,27,1.14,30.78
74,146,44,0.95,41.8
74,153,48,0.82,39.36
75,1,41,0.85,34.85
75,2,28,0.53,14.84
75,3,38,0.26,9.88
75,7,40,0.51,20.4
75,12,55,0.98,53.9
75,15,30,1.13,33.9
75,17,33,1.04,34.32
75,20,42,0.8,33.6
75,21,38,1.14,43.32
75,23,37,0.6,22.2
75,26,37,0.65,24.05
75,28,26,0.43,11.18
75,30,37,0.44,16.28
75,31,44,0.59,25.96
75,34,28,0.39,10.92
75,35,60,1.08,64.8
75,39,32,0.89,28.48
75,47,41,0.32,13.12
75,48,31,0.24,7.44
75,49,45,0.39,17.55
75,50,65,0.54,35.1
75,51,47,0.98,46.06
75,54,39,1.09,42.51
75,57,44,0.42,18.48
75,65,31,0.4,12.4
75,66,48,0.53,25.44
75,67,41,1.03,42.23
75,68,45,0.37,16.65
75,69,33,0.21,6.93
75,79,27,0.31,8.37
75,83,41,0.52,21.32
75,84,44,1.07,47.08
75,86,30,0.31,9.3
75,87,37,0.78,28.86
75,89,34,0.32,10.88
75,91,44,1.13,49.72
75,93,49,0.34,16.66
75,97,56,0.46,25.76
75,98,39,0.21,8.19
75,99,38,0.16,6.08
75,104,36,0.99,35.64
75,111,30,0.21,6.3
75,112,41,0.84,34.44
75,116,41,0.3,12.3
75,119,46,1.1,50.6
75,120,75,0.62,46.5
75,123,23,0.45,10.35
75,129,21,1.13,23.73
75,130,34,0.62,21.08
75,136,42,0.57,23.94
75,139,53,0.92,48.76
75,147,31,0.99,30.69
75,148,49,1.04,50.96
75,149,50,0.27,13.5
75,150,35,0.6,21.0
75,151,26,0.76,19.76
75,152,58,1.14,66.12
76,4,46,0.55,25.3
76,5,33,0.24,7.92
76,6,43,0.46,19.78
76,8,21,0.53,11.13
76,11,56,0.64,35.84
76,16,37,1.08,39.96
76,27,34,0.92,31.28
76,36,53,1.07,56.71
76,38,37,0.96,35.52
76,40,34,0.78,26.52
76,44,49,0.16,7.84
76,45,51,0.79,40.29
76,46,56,0.73,40.88
76,54,27,1.09,29.43
76,56,31,0.86,26.66
76,59,45,0.55,24.75
76,60,57,0.62,35.34
76,64,31,0.18,5.58
76,70,59,0.17,10.03
76,75,44,0.46,20.24
76,76,54,0.33,17.82
76,78,32,1.03,32.96
76,80,42,0.72,30.24
76,85,45,0.4,18.0
76,87,41,0.78,31.98
76,90,30,1.09,32.7
76,92,23,0.18,4.14
76,94,45,0.97,43.65
76,96,43,0.47,20.21
76,99,45,0.16,7.2
76,101,47,1.13,53.11
76,102,36,0.39,14.04
76,103,39,1.1,42.9
76,107,35,0.82,28.7
76,108,68,0.72,48.96
76,110,40,0.57,22.8
76,113,35,0.91,31.85
76,114,44,0.57,25.08
76,117,38,0.5,19.0
76,121,44,0.75,33.0
76,122,52,0.33,17.16
76,124,38,0.26,9.88
76,125,58,0.61,35.38
76,128,27,0.58,15.66
76,131,37,0.21,7.77
76,133,42,0.2,8.4
76,138,28,0.7,19.6
76,140,36,0.42,15.12
76,141,51,0.62,31.62
76,142,52,1.08,56.16
76,143,34,1.1,37.4
76,144,43,1.01,43.43
76,145,34,1.14,38.76
77,3,39,0.26,10.14
77,10,42,0.71,29.82
77,17,27,1.04,28.08
77,19,35,0.34,11.9
77,20,71,0.8,56.8
77,22,32,0.52,16.64
77,23,30,0.6,18.0
77,24,35,0.15,5.25
77,25,46,0.28,12.88
77,26,31,0.65,20.15
77,28,38,0.43,16.34
77,29,49,0.41,20.09
77,31,23,0.59,13.57
77,33,35,0.42,14.7
77,39,42,0.89,37.38
77,41,31,0.86,26.66
77,43,42,0.24,10.08
77,47,30,0.32,9.6
77,49,27,0.39,10.53
77,50,51,0.54,27.54
77,52,29,0.82,23.78
77,53,48,0.47,22.56
77,54,43,1.09,46.87
77,62,35,0.37,12.95
77,63,38,0.3,11.4
77,65,26,0.4,10.4
77,66,60,0.53,31.8
77,69,40,0.21,8.4
77,73,43,0.33,14.19
77,74,45,0.48,21.6
77,81,30,0.43,12.9
77,83,31,0.52,16.12
77,88,30,0.24,7.2
77,93,66,0.34,22.44
77,94,30,0.97,29.1
77,95,51,0.6,30.6
77,106,34,0.93,31.62
77,110,38,0.57,21.66
77,120,32,0.62,19.84
77,123,43,0.45,19.35
77,127,44,1.04,45.76
77,132,41,0.17,6.97
77,135,43,0.29,12.47
77,137,38,1.01,38.38
77,138,23,0.7,16.1
77,147,43,0.99,42.57
77,152,62,1.14,70.68
77,153,50,0.82,41.0
78,5,40,0.24,9.6
78,7,25,0.51,12.75
78,9,52,0.44,22.88
78,11,38,0.64,24.32
78,12,39,0.98,38.22
78,13,51,0.72,36.72
78,27,34,0.92,31.28
78,32,43,0.64,27.52
78,34,26,0.39,10.14
78,35,34,1.08,36.72
78,38,33,0.96,31.68
78,42,29,0.17,4.93
78,48,38,0.24,9.12
78,55,44,0.73,32.12
78,58,32,0.16,5.12
78,59,39,0.55,21.45
78,64,45,0.18,8.1
78,68,43,0.37,15.91
78,71,31,0.9,27.9
78,76,55,0.33,18.15
78,77,43,0.73,31.39
78,78,27,1.03,27.81
78,79,36,0.31,11.16
78,86,48,0.31,14.88
78,87,43,0.78,33.54
78,90,43,1.09,46.87
78,91,39,1.13,44.07
78,92,39,0.18,7.02
78,97,69,0.46,31.74
78,101,45,1.13,50.85
78,103,38,1.1,41.8
78,104,30,0.99,29.7
78,105,57,0.74,42.18
78,111,27,0.21,5.67
78,114,24,0.57,13.68
78,115,39,0.44,17.16
78,117,44,0.5,22.0
78,118,29,0.33,9.57
78,119,44,1.1,48.4
78,122,55,0.33,18.15
78,128,32,0.58,18.56
78,129,44,1.13,49.72
78,130,43,0.62,26.66
78,140,32,0.42,13.44
78,141,47,0.62,29.14
78,143,38,1.1,41.8
78,145,54,1.14,61.56
78,148,34,1.04,35.36
78,150,39,0.6,23.4
78,151,32,0.76,24.32
78,153,21,0.82,17.22
78,154,36,0.4,14.4
79,1,39,0.85,33.15
79,4,23,0.55,12.65
79,5,76,0.24,18.24
79,6,62,0.46,28.52
79,7,63,0.51,32.13
79,8,33,0.53,17.49
79,9,64,0.44,28.16
79,11,55,0.64,35.2
79,12,74,0.98,72.52
79,13,63,0.72,45.36
79,16,45,1.08,48.6
79,19,30,0.34,10.2
79,20,39,0.8,31.2
79,23,33,0.6,19.8
79,24,32,0.15,4.8
79,26,45,0.65,29.25
79,27,44,0.92,40.48
79,29,39,0.41,15.99
79,30,46,0.44,20.24
79,31,44,0.59,25.96
79,32,67,0.64,42.88
79,33,38,0.42,15.96
79,34,62,0.39,24.18
79,35,83,1.08,89.64
79,36,48,1.07,51.36
79,38,52,0.96,49.92
79,39,27,0.89,24.03
79,41,45,0.86,38.7
79,42,39,0.17,6.63
79,44,48,0.16,7.68
79,45,47,0.79,37.13
79,46,30,0.73,21.9
79,47,24,0.32,7.68
79,48,33,0.24,7.92
79,49,43,0.39,16.77
79,54,53,1.09,57.77
79,55,44,0.73,32.12
79,56,40,0.86,34.4
79,58,43,0.16,6.88
79,59,45,0.55,24.75
79,60,45,0.62,27.9
79,61,52,0.52,27.04
79,63,66,0.3,19.8
79,64,60,0.18,10.8
79,66,47,0.53,24.91
79,68,59,0.37,21.83
79,69,54,0.21,11.34
79,71,59,0.9,53.1
79,74,40,0.48,19.2
79,75,30,0.46,13.8
79,76,61,0.33,20.13
79,77,52,0.73,37.96
79,78,68,1.03,70.04
79,79,38,0.31,11.78
79,83,42,0.52,21.84
79,84,40,1.07,42.8
79,85,53,0.4,21.2
79,86,52,0.31,16.12
79,87,65,0.78,50.7
79,88,41,0.24,9.84
79,90,39,1.09,42.51
79,91,60,1.13,67.8
79,92,46,0.18,8.28
79,93,57,0.34,19.38
79,94,35,0.97,33.95
79,95,44,0.6,26.4
79,97,79,0.46,36.34
79,99,48,0.16,7.68
79,100,37,0.86,31.82
79,101,46,1.13,51.98
79,102,42,0.39,16.38
79,103,63,1.1,69.3
79,104,40,0.99,39.6
79,105,65,0.74,48.1
79,107,50,0.82,41.0
79,109,42,1.12,47.04
79,110,28,0.57,15.96
79,111,33,0.21,6.93
79,112,49,0.84,41.16
79,113,41,0.91,37.31
79,114,63,0.57,35.91
79,115,55,0.44,24.2
79,116,33,0.3,9.9
79,117,66,0.5,33.0
79,118,52,0.33,17.16
79,119,52,1.1,57.2
79,120,38,0.62,23.56
79,122,74,0.33,24.42
79,125,35,0.61,21.35
79,128,72,0.58,41.76
79,129,46,1.13,51.98
79,130,58,0.62,35.96
79,132,25,0.17,4.25
79,133,29,0.2,5.8
79,134,47,0.95,44.65
79,138,45,0.7,31.5
79,139,56,0.92,51.52
79,140,47,0.42,19.74
79,141,59,0.62,36.58
79,142,36,1.08,38.88
79,143,65,1.1,71.5
79,145,45,1.14,51.3
79,148,53,1.04,55.12
79,149,42,0.27,11.34
79,150,31,0.6,18.6
79,151,53,0.76,40.28
79,152,28,1.14,31.92
79,153,45,0.82,36.9
79,154,66,0.4,26.4
80,3,49,0.26,12.74
80,5,50,0.24,12.0
80,17,39,1.04,40.56
80,18,37,0.37,13.69
80,20,46,0.8,36.8
80,21,26,1.14,29.64
80,22,51,0.52,26.52
80,23,33,0.6,19.8
80,28,31,0.43,13.33
80,32,29,0.64,18.56
80,37,40,0.8,32.0
80,39,28,0.89,24.92
80,46,42,0.73,30.66
80,50,41,0.54,22.14
80,52,34,0.82,27.88
80,57,46,0.42,19.32
80,62,41,0.37,15.17
80,65,26,0.4,10.4
80,67,29,1.03,29.87
80,68,23,0.37,8.51
80,69,29,0.21,6.09
80,70,46,0.17,7.82
80,72,39,0.93,36.27
80,73,35,0.33,11.55
80,76,24,0.33,7.92
80,80,39,0.72,28.08
80,81,26,0.43,11.18
80,82,30,0.41,12.3
80,85,42,0.4,16.8
80,87,34,0.78,26.52
80,89,40,0.32,12.8
80,96,34,0.47,15.98
80,106,42,0.93,39.06
80,108,40,0.72,28.8
80,122,31,0.33,10.23
80,123,43,0.45,19.35
80,132,28,0.17,4.76
80,133,25,0.2,5.0
80,136,36,0.57,20.52
80,137,29,1.01,29.29
80,144,41,1.01,41.41
80,145,37,1.14,42.18
80,146,37,0.95,35.15
81,2,49,0.53,25.97
81,4,58,0.55,31.9
81,10,25,0.71,17.75
81,11,25,0.64,16.0
81,15,29,1.13,32.77
81,17,45,1.04,46.8
81,19,43,0.34,14.62
81,24,28,0.15,4.2
81,25,23,0.28,6.44
81,26,32,0.65,20.8
81,31,35,0.59,20.65
81,32,35,0.64,22.4
81,33,46,0.42,19.32
81,35,42,1.08,45.36
81,44,28,0.16,4.48
81,47,44,0.32,14.08
81,49,34,0.39,13.26
81,54,38,1.09,41.42
81,56,37,0.86,31.82
81,60,40,0.62,24.8
81,66,42,0.53,22.26
81,69,34,0.21,7.14
81,73,31,0.33,10.23
81,74,30,0.48,14.4
81,76,39,0.33,12.87
81,78,31,1.03,31.93
81,83,28,0.52,14.56
81,91,58,1.13,65.54
81,92,29,0.18,5.22
81,93,50,0.34,17.0
81,94,45,0.97,43.65
81,99,42,0.16,6.72
81,101,47,1.13,53.11
81,104,41,0.99,40.59
81,107,56,0.82,45.92
81,110,44,0.57,25.08
81,116,29,0.3,8.7
81,120,58,0.62,35.96
81,121,39,0.75,29.25
81,124,49,0.26,12.74
81,126,26,0.29,7.54
81,127,58,1.04,60.32
81,135,45,0.29,13.05
81,138,35,0.7,24.5
81,139,31,0.92,28.52
81,141,57,0.62,35.34
81,142,42,1.08,45.36
81,147,45,0.99,44.55
81,152,55,1.14,62.7
81,153,43,0.82,35.26
82,1,40,0.85,34.0
82,3,53,0.26,13.78
82,7,35,0.51,17.85
82,8,22,0.53,11.66
82,9,49,0.44,21.56
82,11,29,0.64,18.56
82,12,68,0.98,66.64
82,13,32,0.72,23.04
82,14,42,1.02,42.84
82,16,46,1.08,49.68
82,20,42,0.8,33.6
82,23,58,0.6,34.8
82,27,39,0.92,35.88
82,28,45,0.43,19.35
82,29,36,0.41,14.76
82,32,33,0.64,21.12
82,34,56,0.39,21.84
82,36,44,1.07,47.08
82,41,33,0.86,28.38
82,42,43,0.17,7.31
82,45,39,0.79,30.81
82,46,50,0.73,36.5
82,50,44,0.54,23.76
82,53,32,0.47,15.04
82,58,41,0.16,6.56
82,59,59,0.55,32.45
82,61,32,0.52,16.64
82,63,37,0.3,11.1
82,64,33,0.18,5.94
82,75,44,0.46,20.24
82,79,35,0.31,10.85
82,80,27,0.72,19.44
82,84,23,1.07,24.61
82,85,29,0.4,11.6
82,86,21,0.31,6.51
82,87,58,0.78,45.24
82,90,26,1.09,28.34
82,95,44,0.6,26.4
82,97,34,0.46,15.64
82,101,26,1.13,29.38
82,103,51,1.1,56.1
82,105,26,0.74,19.24
82,108,28,0.72,20.16
82,112,35,0.84,29.4
82,113,42,0.91,38.22
82,115,45,0.44,19.8
82,117,39,0.5,19.5
82,118,46,0.33,15.18
82,119,34,1.1,37.4
82,122,47,0.33,15.51
82,123,43,0.45,19.35
82,125,39,0.61,23.79
82,128,33,0.58,19.14
82,129,34,1.13,38.42
82,130,32,0.62,19.84
82,131,36,0.21,7.56
82,133,37,0.2,7.4
82,140,55,0.42,23.1
82,143,56,1.1,61.6
82,148,26,1.04,27.04
82,149,50,0.27,13.5
83,6,62,0.46,28.52
83,13,48,0.72,34.56
83,24,43,0.15,6.45
83,25,41,0.28,11.48
83,26,25,0.65,16.25
83,30,30,0.44,13.2
83,32,50,0.64,32.0
83,33,47,0.42,19.74
83,35,51,1.08,55.08
83,39,51,0.89,45.39
83,40,39,0.78,30.42
83,43,55,0.24,13.2
83,44,49,0.16,7.84
83,47,52,0.32,16.64
83,48,43,0.24,10.32
83,49,31,0.39,12.09
83,52,32,0.82,26.24
83,53,38,0.47,17.86
83,54,72,1.09,78.48
83,55,24,0.73,17.52
83,57,40,0.42,16.8
83,60,71,0.62,44.02
83,66,51,0.53,27.03
83,68,34,0.37,12.58
83,69,54,0.21,11.34
83,70,34,0.17,5.78
83,71,41,0.9,36.9
83,77,38,0.73,27.74
83,78,69,1.03,71.07
83,80,48,0.72,34.56
83,81,29,0.43,12.47
83,83,27,0.52,14.04
83,85,33,0.4,13.2
83,88,28,0.24,6.72
83,89,45,0.32,14.4
83,91,47,1.13,53.11
83,92,38,0.18,6.84
83,93,40,0.34,13.6
83,98,29,0.21,6.09
83,100,45,0.86,38.7
83,101,44,1.13,49.72
83,109,41,1.12,45.92
83,111,31,0.21,6.51
83,114,51,0.57,29.07
83,116,30,0.3,9.0
83,120,42,0.62,26.04
83,122,31,0.33,10.23
83,132,53,0.17,9.01
83,134,35,0.95,33.25
83,135,35,0.29,10.15
83,136,41,0.57,23.37
83,137,35,1.01,35.35
83,138,41,0.7,28.7
83,139,60,0.92,55.2
83,140,26,0.42,10.92
83,141,32,0.62,19.84
83,142,58,1.08,62.64
83,144,36,1.01,36.36
83,145,33,1.14,37.62
83,147,48,0.99,47.52
83,154,48,0.4,19.2
84,1,39,0.85,33.15
84,4,43,0.55,23.65
84,7,27,0.51,13.77
84,10,35,0.71,24.85
84,11,41,0.64,26.24
84,12,56,0.98,54.88
84,19,43,0.34,14.62
84,20,45,0.8,36.0
84,23,44,0.6,26.4
84,28,34,0.43,14.62
84,29,42,0.41,17.22
84,45,43,0.79,33.97
84,56,34,0.86,29.24
84,59,35,0.55,19.25
84,62,41,0.37,15.17
84,63,63,0.3,18.9
84,64,46,0.18,8.28
84,65,39,0.4,15.6
84,66,59,0.53,31.27
84,67,28,1.03,28.84
84,74,29,0.48,13.92
84,76,56,0.33,18.48
84,83,43,0.52,22.36
84,84,28,1.07,29.96
84,85,43,0.4,17.2
84,94,36,0.97,34.92
84,96,31,0.47,14.57
84,97,27,0.46,12.42
84,99,56,0.16,8.96
84,102,46,0.39,17.94
84,104,41,0.99,40.59
84,106,31,0.93,28.83
84,107,44,0.82,36.08
84,108,34,0.72,24.48
84,110,44,0.57,25.08
84,117,33,0.5,16.5
84,119,39,1.1,42.9
84,121,38,0.75,28.5
84,127,38,1.04,39.52
84,128,25,0.58,14.5
84,143,38,1.1,41.8
84,146,31,0.95,29.45
84,151,51,0.76,38.76
84,152,44,1.14,50.16
84,153,40,0.82,32.8
85,2,41,0.53,21.73
85,3,62,0.26,16.12
85,5,38,0.24,9.12
85,6,33,0.46,15.18
85,9,23,0.44,10.12
85,15,37,1.13,41.81
85,16,24,1.08,25.92
85,17,45,1.04,46.8
85,25,41,0.28,11.48
85,26,35,0.65,22.75
85,27,57,0.92,52.44
85,31,51,0.59,30.09
85,32,65,0.64,41.6
85,35,46,1.08,49.68
85,36,48,1.07,51.36
85,38,34,0.96,32.64
85,44,38,0.16,6.08
85,46,66,0.73,48.18
85,50,43,0.54,23.22
85,51,45,0.98,44.1
85,54,30,1.09,32.7
85,57,29,0.42,12.18
85,58,52,0.16,8.32
85,61,30,0.52,15.6
85,66,38,0.53,20.14
85,68,63,0.37,23.31
85,69,45,0.21,9.45
85,70,40,0.17,6.8
85,73,55,0.33,18.15
85,75,42,0.46,19.32
85,79,57,0.31,17.67
85,80,56,0.72,40.32
85,86,44,0.31,13.64
85,87,42,0.78,32.76
85,90,26,1.09,28.34
85,92,31,0.18,5.58
85,93,52,0.34,17.68
85,101,53,1.13,59.89
85,105,44,0.74,32.56
85,113,32,0.91,29.12
85,115,40,0.44,17.6
85,116,29,0.3,8.7
85,120,34,0.62,21.08
85,122,40,0.33,13.2
85,123,55,0.45,24.75
85,124,32,0.26,8.32
85,125,41,0.61,25.01
85,130,44,0.62,27.28
85,131,24,0.21,5.04
85,132,24,0.17,4.08
85,138,33,0.7,23.1
85,141,31,0.62,19.22
85,147,27,0.99,26.73
85,148,61,1.04,63.44
86,3,46,0.26,11.96
86,7,36,0.51,18.36
86,8,46,0.53,24.38
86,10,39,0.71,27.69
86,11,41,0.64,26.24
86,13,24,0.72,17.28
86,20,66,0.8,52.8
86,21,33,1.14,37.62
86,23,24,0.6,14.4
86,24,33,0.15,4.95
86,28,48,0.43,20.64
86,29,45,0.41,18.45
86,33,36,0.42,15.12
86,34,50,0.39,19.5
86,35,25,1.08,27.0
86,39,27,0.89,24.03
86,41,35,0.86,30.1
86,46,34,0.73,24.82
86,49,38,0.39,14.82
86,53,42,0.47,19.74
86,54,38,1.09,41.42
86,56,32,0.86,27.52
86,59,23,0.55,12.65
86,60,37,0.62,22.94
86,63,52,0.3,15.6
86,64,48,0.18,8.64
86,67,35,1.03,36.05
86,72,29,0.93,26.97
86,76,47,0.33,15.51
86,77,44,0.73,32.12
86,78,36,1.03,37.08
86,84,31,1.07,33.17
86,91,42,1.13,47.46
86,94,45,0.97,43.65
86,95,41,0.6,24.6
86,96,30,0.47,14.1
86,97,42,0.46,19.32
86,99,37,0.16,5.92
86,103,36,1.1,39.6
86,106,42,0.93,39.06
86,107,36,0.82,29.52
86,110,48,0.57,27.36
86,114,44,0.57,25.08
86,117,60,0.5,30.0
86,118,32,0.33,10.56
86,120,40,0.62,24.8
86,127,50,1.04,52.0
86,128,53,0.58,30.74
86,129,37,1.13,41.81
86,133,25,0.2,5.0
86,136,50,0.57,28.5
86,139,78,0.92,71.76
86,142,61,1.08,65.88
86,144,37,1.01,37.37
86,145,43,1.14,49.02
86,149,42,0.27,11.34
86,152,44,1.14,50.16
87,1,42,0.85,35.7
87,3,58,0.26,15.08
87,4,46,0.55,25.3
87,7,42,0.51,21.42
87,8,67,0.53,35.51
87,9,42,0.44,18.48
87,10,32,0.71,22.72
87,11,78,0.64,49.92
87,12,62,0.98,60.76
87,13,45,0.72,32.4
87,16,36,1.08,38.88
87,20,91,0.8,72.8
87,21,43,1.14,49.02
87,23,62,0.6,37.2
87,24,47,0.15,7.05
87,25,39,0.28,10.92
87,26,39,0.65,25.35
87,28,75,0.43,32.25
87,29,57,0.41,23.37
87,30,41,0.44,18.04
87,32,63,0.64,40.32
87,33,39,0.42,16.38
87,34,62,0.39,24.18
87,35,38,1.08,41.04
87,36,43,1.07,46.01
87,39,67,0.89,59.63
87,41,45,0.86,38.7
87,42,37,0.17,6.29
87,44,49,0.16,7.84
87,45,48,0.79,37.92
87,46,50,0.73,36.5
87,47,46,0.32,14.72
87,48,41,0.24,9.84
87,49,63,0.39,24.57
87,50,39,0.54,21.06
87,52,29,0.82,23.78
87,53,31,0.47,14.57
87,54,52,1.09,56.68
87,56,40,0.86,34.4
87,59,42,0.55,23.1
87,60,45,0.62,27.9
87,62,45,0.37,16.65
87,63,74,0.3,22.2
87,64,55,0.18,9.9
87,66,40,0.53,21.2
87,67,41,1.03,42.23
87,69,42,0.21,8.82
87,70,36,0.17,6.12
87,72,31,0.93,28.83
87,74,59,0.48,28.32
87,76,49,0.33,16.17
87,77,47,0.73,34.31
87,78,60,1.03,61.8
87,82,27,0.41,11.07
87,83,26,0.52,13.52
87,84,38,1.07,40.66
87,85,51,0.4,20.4
87,87,32,0.78,24.96
87,88,45,0.24,10.8
87,89,39,0.32,12.48
87,90,49,1.09,53.41
87,91,69,1.13,77.97
87,92,43,0.18,7.74
87,93,65,0.34,22.1
87,94,53,0.97,51.41
87,95,74,0.6,44.4
87,96,33,0.47,15.51
87,97,38,0.46,17.48
87,99,52,0.16,8.32
87,100,36,0.86,30.96
87,101,27,1.13,30.51
87,103,43,1.1,47.3
87,104,37,0.99,36.63
87,106,44,0.93,40.92
87,107,41,0.82,33.62
87,108,62,0.72,44.64
87,109,38,1.12,42.56
87,110,63,0.57,35.91
87,111,49,0.21,10.29
87,112,42,0.84,35.28
87,113,37,0.91,33.67
87,114,58,0.57,33.06
87,117,83,0.5,41.5
87,118,44,0.33,14.52
87,120,62,0.62,38.44
87,122,72,0.33,23.76
87,123,48,0.45,21.6
87,127,55,1.04,57.2
87,128,56,0.58,32.48
87,129,29,1.13,32.77
87,130,23,0.62,14.26
87,131,22,0.21,4.62
87,132,26,0.17,4.42
87,133,45,0.2,9.0
87,134,55,0.95,52.25
87,135,48,0.29,13.92
87,136,56,0.57,31.92
87,137,36,1.01,36.36
87,138,25,0.7,17.5
87,139,79,0.92,72.68
87,140,39,0.42,16.38
87,141,35,0.62,21.7
87,142,68,1.08,73.44
87,143,39,1.1,42.9
87,144,50,1.01,50.5
87,145,53,1.14,60.42
87,149,51,0.27,13.77
87,150,31,0.6,18.6
87,152,71,1.14,80.94
87,153,35,0.82,28.7
87,154,34,0.4,13.6
88,5,36,0.24,8.64
88,6,41,0.46,18.86
88,17,55,1.04,57.2
88,19,35,0.34,11.9
88,22,39,0.52,20.28
88,27,26,0.92,23.92
88,32,23,0.64,14.72
88,35,45,1.08,48.6
88,38,41,0.96,39.36
88,40,42,0.78,32.76
88,55,42,0.73,30.66
88,57,63,0.42,26.46
88,61,25,0.52,13.0
88,65,40,0.4,16.0
88,68,28,0.37,10.36
88,71,48,0.9,43.2
88,73,28,0.33,9.24
88,80,35,0.72,25.2
88,81,31,0.43,13.33
88,87,32,0.78,24.96
88,98,37,0.21,7.77
88,102,47,0.39,18.33
88,116,50,0.3,15.0
88,117,30,0.5,15.0
88,119,30,1.1,33.0
88,124,36,0.26,9.36
88,139,35,0.92,32.2
88,142,39,1.08,42.12
88,146,37,0.95,35.15
88,147,44,0.99,43.56
89,2,26,0.53,13.78
89,7,28,0.51,14.28
89,9,36,0.44,15.84
89,11,46,0.64,29.44
89,12,35,0.98,34.3
89,13,47,0.72,33.84
89,16,48,1.08,51.84
89,20,58,0.8,46.4
89,23,45,0.6,27.0
89,29,36,0.41,14.76
89,31,40,0.59,23.6
89,32,30,0.64,19.2
89,33,25,0.42,10.5
89,36,22,1.07,23.54
89,41,35,0.86,30.1
89,44,66,0.16,10.56
89,45,38,0.79,30.02
