ClienteID,ProductoID,CostoProducto,FechaCompra
229,89,134.79,2013-02-26
229,109,60.95,2013-02-26
229,92,102.2,2013-02-26
348,118,421.94,2013-02-26
177,72,80.06,2013-02-26
177,21,109.94,2013-02-26
338,85,77.76,2013-02-27
338,117,415.2,2013-02-27
246,11,86.0,2013-02-27
246,44,237.85,2013-02-27
13,121,478.16,2013-02-27
402,100,119.11,2013-02-27
402,18,89.03,2013-02-27
402,61,83.03,2013-02-27
90,96,94.35,2013-02-28
90,27,191.59,2013-02-28
90,35,203.34,2013-02-28
307,21,109.94,2013-02-28
307,26,200.69,2013-02-28
307,86,74.48,2013-02-28
383,17,105.92,2013-02-28
383,29,184.24,2013-02-28
383,113,53.19,2013-02-28
413,6,66.22,2013-02-28
413,57,98.45,2013-02-28
340,106,63.62,2013-03-01
15,98,122.26,2013-03-01
15,113,53.19,2013-03-01
15,61,83.03,2013-03-01
76,73,92.99,2013-03-01
76,99,116.12,2013-03-01
76,10,82.45,2013-03-01
104,118,421.94,2013-03-01
332,111,46.97,2013-03-01
332,64,88.51,2013-03-01
332,61,83.03,2013-03-01
192,81,55.68,2013-03-02
8,57,98.45,2013-03-02
8,4,55.56,2013-03-02
433,90,159.77,2013-03-02
433,83,71.55,2013-03-02
433,63,84.23,2013-03-02
277,90,159.77,2013-03-02
297,9,87.04,2013-03-03
297,42,269.77,2013-03-03
297,94,105.15,2013-03-03
29,22,90.32,2013-03-03
29,67,92.63,2013-03-03
29,87,142.3,2013-03-03
391,122,384.8,2013-03-03
391,24,109.32,2013-03-03
89,123,507.96,2013-03-04
89,33,246.57,2013-03-04
228,95,112.91,2013-03-04
375,49,293.01,2013-03-04
375,38,247.32,2013-03-04
375,119,383.03,2013-03-04
110,92,102.2,2013-03-04
262,122,384.8,2013-03-04
43,22,94.1,2013-03-05
43,103,71.19,2013-03-05
34,72,80.49,2013-03-05
439,8,75.81,2013-03-05
439,14,78.07,2013-03-05
167,67,93.52,2013-03-05
412,24,109.32,2013-03-05
412,121,478.16,2013-03-05
412,9,87.04,2013-03-05
222,124,378.27,2013-03-06
222,108,65.33,2013-03-06
222,82,63.49,2013-03-06
411,106,63.62,2013-03-06
35,96,94.04,2013-03-06
390,39,269.9,2013-03-06
390,119,383.03,2013-03-06
61,40,260.85,2013-03-06
61,20,101.24,2013-03-06
416,119,383.03,2013-03-07
444,107,56.83,2013-03-07
419,16,92.08,2013-03-07
419,83,68.44,2013-03-07
47,25,101.0,2013-03-07
47,9,87.04,2013-03-07
47,50,84.34,2013-03-07
66,103,71.19,2013-03-07
32,21,106.06,2013-03-07
16,16,92.08,2013-03-08
257,41,286.48,2013-03-08
257,97,113.9,2013-03-08
92,4,55.56,2013-03-08
406,21,106.06,2013-03-08
406,15,91.36,2013-03-08
150,120,368.8,2013-03-08
51,77,55.77,2013-03-09
51,94,105.15,2013-03-09
51,19,87.9,2013-03-09
300,70,76.17,2013-03-09
124,39,269.9,2013-03-09
124,93,114.06,2013-03-09
184,82,63.49,2013-03-09
184,119,383.03,2013-03-09
184,101,119.55,2013-03-09
278,20,101.24,2013-03-10
258,27,191.59,2013-03-10
132,39,269.9,2013-03-10
430,122,384.8,2013-03-10
430,101,119.55,2013-03-10
430,70,76.17,2013-03-10
128,50,84.34,2013-03-10
128,81,55.68,2013-03-10
362,10,82.45,2013-03-10
157,54,94.08,2013-03-11
157,83,68.44,2013-03-11
157,21,106.06,2013-03-11
175,78,66.91,2013-03-11
175,122,384.8,2013-03-11
390,50,84.34,2013-03-11
390,44,237.85,2013-03-11
74,31,189.87,2013-03-11
74,52,75.2,2013-03-11
74,120,368.8,2013-03-11
105,96,94.04,2013-03-12
105,26,200.69,2013-03-12
400,71,80.75,2013-03-12
400,17,105.92,2013-03-12
400,96,94.04,2013-03-12
343,6,68.92,2013-03-12
343,33,239.33,2013-03-12
282,126,433.25,2013-03-12
62,56,105.85,2013-03-13
62,3,55.42,2013-03-13
62,94,105.15,2013-03-13
340,118,422.91,2013-03-13
340,100,119.11,2013-03-13
398,8,75.81,2013-03-13
28,104,60.88,2013-03-13
309,41,286.48,2013-03-13
309,28,202.45,2013-03-13
108,52,75.2,2013-03-13
108,111,46.97,2013-03-13
268,11,83.76,2013-03-14
250,24,109.32,2013-03-14
250,54,94.08,2013-03-14
250,38,247.32,2013-03-14
238,33,239.33,2013-03-14
238,51,79.17,2013-03-14
238,101,119.55,2013-03-14
309,38,247.32,2013-03-14
309,82,63.49,2013-03-14
355,87,142.3,2013-03-14
355,52,75.2,2013-03-14
355,50,84.34,2013-03-14
73,72,80.49,2013-03-15
73,66,109.74,2013-03-15
73,98,122.26,2013-03-15
437,64,89.21,2013-03-15
437,78,66.91,2013-03-15
15,24,109.32,2013-03-15
119,30,172.52,2013-03-15
119,125,436.51,2013-03-15
188,67,93.52,2013-03-15
264,31,189.87,2013-03-15
264,66,109.74,2013-03-15
364,49,293.01,2013-03-16
283,42,284.33,2013-03-16
283,93,114.06,2013-03-16
345,5,60.09,2013-03-16
428,49,293.01,2013-03-16
428,121,478.16,2013-03-16
94,34,213.71,2013-03-16
94,122,384.8,2013-03-16
39,110,49.03,2013-03-17
39,106,63.62,2013-03-17
39,90,166.63,2013-03-17
182,117,395.81,2013-03-17
182,91,103.61,2013-03-17
182,5,60.09,2013-03-17
364,12,70.32,2013-03-17
364,20,101.24,2013-03-17
49,79,69.98,2013-03-18
49,32,199.55,2013-03-18
49,22,94.1,2013-03-18
414,29,175.06,2013-03-18
342,47,308.7,2013-03-18
216,89,134.79,2013-03-18
216,57,95.15,2013-03-18
216,24,109.32,2013-03-18
312,22,94.1,2013-03-19
312,86,74.48,2013-03-19
312,110,49.03,2013-03-19
66,14,78.07,2013-03-19
137,54,94.08,2013-03-19
56,19,87.9,2013-03-19
447,88,140.7,2013-03-19
447,65,84.1,2013-03-19
123,5,60.09,2013-03-20
123,113,53.19,2013-03-20
123,20,101.24,2013-03-20
113,79,69.98,2013-03-20
113,40,260.85,2013-03-20
263,119,383.03,2013-03-20
9,21,106.06,2013-03-20
9,64,89.21,2013-03-20
9,50,84.34,2013-03-20
184,21,106.06,2013-03-21
446,9,87.04,2013-03-21
237,65,84.1,2013-03-21
237,87,142.3,2013-03-21
237,73,92.99,2013-03-21
117,111,46.97,2013-03-21
117,10,82.45,2013-03-21
117,48,300.5,2013-03-21
191,2,58.9,2013-03-22
191,53,82.58,2013-03-22
385,83,68.44,2013-03-22
202,85,76.47,2013-03-22
202,119,383.03,2013-03-22
158,24,109.32,2013-03-22
158,87,142.3,2013-03-22
87,58,101.84,2013-03-22
43,39,269.9,2013-03-22
43,106,63.62,2013-03-22
55,37,246.74,2013-03-23
228,84,79.01,2013-03-23
228,105,58.17,2013-03-23
409,20,101.24,2013-03-23
59,25,101.0,2013-03-23
59,36,236.49,2013-03-23
59,125,436.51,2013-03-23
288,14,78.07,2013-03-23
288,116,471.77,2013-03-23
288,50,84.34,2013-03-23
176,104,60.88,2013-03-24
49,83,68.44,2013-03-24
133,73,92.99,2013-03-24
359,115,424.86,2013-03-24
359,17,105.92,2013-03-24
359,90,166.63,2013-03-24
5,69,94.17,2013-03-24
5,27,191.59,2013-03-24
5,113,53.19,2013-03-24
450,6,68.92,2013-03-25
450,93,114.06,2013-03-25
96,43,242.81,2013-03-25
198,58,101.84,2013-03-25
357,11,83.76,2013-03-25
361,16,92.08,2013-03-25
361,94,105.15,2013-03-25
361,13,81.81,2013-03-25
102,31,189.87,2013-03-26
102,66,109.74,2013-03-26
333,4,55.56,2013-03-26
333,63,82.44,2013-03-26
264,63,82.44,2013-03-26
264,82,63.49,2013-03-26
377,66,109.74,2013-03-26
321,76,64.31,2013-03-26
321,59,76.54,2013-03-26
357,26,200.69,2013-03-27
357,36,236.49,2013-03-27
357,24,109.32,2013-03-27
59,109,63.91,2013-03-27
59,12,70.32,2013-03-27
103,98,122.26,2013-03-27
103,49,293.01,2013-03-27
103,51,79.17,2013-03-27
426,101,119.55,2013-03-28
426,51,79.17,2013-03-28
426,102,139.75,2013-03-28
98,122,384.8,2013-03-28
98,9,87.04,2013-03-28
98,42,284.33,2013-03-28
282,72,80.49,2013-03-28
436,12,70.32,2013-03-28
211,64,89.21,2013-03-28
211,108,65.33,2013-03-28
211,81,55.68,2013-03-28
83,37,246.74,2013-03-29
422,79,69.98,2013-03-29
231,110,49.03,2013-03-29
231,44,237.85,2013-03-29
231,86,74.48,2013-03-29
410,62,78.46,2013-03-29
410,122,384.8,2013-03-29
410,34,213.71,2013-03-29
206,72,80.49,2013-03-29
206,77,55.77,2013-03-29
206,109,63.91,2013-03-29
391,103,71.19,2013-03-30
391,38,247.32,2013-03-30
221,12,70.32,2013-03-30
392,90,166.63,2013-03-30
392,100,119.11,2013-03-30
442,61,83.03,2013-03-30
407,11,83.76,2013-03-30
349,18,89.03,2013-03-30
171,31,189.87,2013-03-30
171,37,246.74,2013-03-30
171,68,90.45,2013-03-30
216,59,76.54,2013-03-31
216,43,242.81,2013-03-31
395,77,55.77,2013-03-31
395,79,69.98,2013-03-31
325,68,90.45,2013-03-31
181,65,84.1,2013-03-31
181,95,112.91,2013-03-31
237,9,87.04,2013-03-31
45,6,68.92,2013-04-01
45,24,109.32,2013-04-01
45,31,189.87,2013-04-01
111,101,119.55,2013-04-01
111,108,65.33,2013-04-01
174,124,378.27,2013-04-01
112,58,101.84,2013-04-01
112,120,368.8,2013-04-01
28,43,242.81,2013-04-01
28,67,93.52,2013-04-01
28,63,82.44,2013-04-01
119,107,58.45,2013-04-02
119,105,58.17,2013-04-02
277,102,145.2,2013-04-02
420,13,82.26,2013-04-02
420,24,112.71,2013-04-02
15,45,245.59,2013-04-02
15,23,108.0,2013-04-02
15,101,114.11,2013-04-02
85,88,140.7,2013-04-02
319,23,108.0,2013-04-02
319,48,296.4,2013-04-02
200,118,422.91,2013-04-03
200,33,239.33,2013-04-03
200,104,58.14,2013-04-03
266,54,94.08,2013-04-03
266,31,193.69,2013-04-03
266,13,82.26,2013-04-03
430,90,172.08,2013-04-03
430,16,92.84,2013-04-03
37,105,58.17,2013-04-04
37,10,82.45,2013-04-04
232,13,82.26,2013-04-04
174,34,213.71,2013-04-04
174,52,74.33,2013-04-04
174,95,112.91,2013-04-04
55,53,81.97,2013-04-04
55,100,123.24,2013-04-04
55,94,108.48,2013-04-04
39,74,75.47,2013-04-04
39,66,113.24,2013-04-04
39,92,102.2,2013-04-04
136,15,90.68,2013-04-05
136,59,76.54,2013-04-05
136,113,53.19,2013-04-05
274,28,202.45,2013-04-05
274,119,383.33,2013-04-05
192,2,58.9,2013-04-05
175,119,383.33,2013-04-05
175,103,71.19,2013-04-05
175,94,108.48,2013-04-05
293,52,74.33,2013-04-06
83,10,82.45,2013-04-06
329,58,98.39,2013-04-06
329,62,78.23,2013-04-06
48,117,398.22,2013-04-06
48,49,290.59,2013-04-06
48,27,191.59,2013-04-06
164,45,245.59,2013-04-06
309,68,94.04,2013-04-06
309,52,74.33,2013-04-06
144,64,89.21,2013-04-07
59,27,191.59,2013-04-07
59,41,284.09,2013-04-07
59,106,63.62,2013-04-07
271,77,56.11,2013-04-07
351,43,251.93,2013-04-07
117,40,260.85,2013-04-07
117,55,106.06,2013-04-07
274,69,94.17,2013-04-07
274,40,260.85,2013-04-07
274,124,378.27,2013-04-07
265,120,353.79,2013-04-08
265,93,114.06,2013-04-08
439,97,115.79,2013-04-08
439,42,289.65,2013-04-08
439,74,75.47,2013-04-08
320,112,49.12,2013-04-08
300,48,296.4,2013-04-08
300,21,102.72,2013-04-08
300,90,172.08,2013-04-08
381,101,114.11,2013-04-09
381,31,193.69,2013-04-09
265,90,172.08,2013-04-09
265,91,102.99,2013-04-09
265,18,88.33,2013-04-09
225,13,82.26,2013-04-09
327,91,102.99,2013-04-09
119,94,108.48,2013-04-10
119,87,150.44,2013-04-10
119,124,378.27,2013-04-10
321,93,114.06,2013-04-10
321,3,58.57,2013-04-10
294,13,82.26,2013-04-10
294,94,108.48,2013-04-10
311,66,113.24,2013-04-10
311,36,236.49,2013-04-10
311,16,92.84,2013-04-10
110,31,193.69,2013-04-11
275,71,82.9,2013-04-11
275,108,65.63,2013-04-11
275,80,61.92,2013-04-11
424,34,213.71,2013-04-11
187,25,106.95,2013-04-11
187,46,324.59,2013-04-11
187,56,105.85,2013-04-11
235,92,102.2,2013-04-12
235,36,236.49,2013-04-12
235,120,353.79,2013-04-12
214,34,213.71,2013-04-12
214,119,383.33,2013-04-12
23,101,114.11,2013-04-12
23,53,81.97,2013-04-12
288,10,82.45,2013-04-13
211,25,106.95,2013-04-13
231,21,102.72,2013-04-13
428,72,80.49,2013-04-13
428,126,433.25,2013-04-13
239,101,114.11,2013-04-13
239,26,200.05,2013-04-13
239,103,71.19,2013-04-13
39,114,384.79,2013-04-13
39,42,289.65,2013-04-13
39,113,53.19,2013-04-13
324,92,102.2,2013-04-14
324,7,57.74,2013-04-14
324,32,199.55,2013-04-14
324,51,79.38,2013-04-14
317,22,94.1,2013-04-14
378,91,102.99,2013-04-14
389,115,428.05,2013-04-14
424,15,90.68,2013-04-15
424,106,63.62,2013-04-15
424,28,202.45,2013-04-15
194,13,82.26,2013-04-15
194,66,113.24,2013-04-15
149,87,150.44,2013-04-15
149,20,101.28,2013-04-15
149,83,68.44,2013-04-15
94,26,200.05,2013-04-15
94,47,298.61,2013-04-15
94,23,108.0,2013-04-15
33,11,88.31,2013-04-16
237,56,105.85,2013-04-16
237,3,58.57,2013-04-16
349,123,507.96,2013-04-16
349,55,106.06,2013-04-16
126,92,102.2,2013-04-16
241,80,61.92,2013-04-16
241,72,80.49,2013-04-16
241,69,94.17,2013-04-16
353,35,225.88,2013-04-17
353,47,298.61,2013-04-17
353,28,202.45,2013-04-17
200,7,57.74,2013-04-17
411,25,106.95,2013-04-17
411,87,150.44,2013-04-17
411,106,63.62,2013-04-17
155,46,324.59,2013-04-17
102,107,58.45,2013-04-18
102,14,78.07,2013-04-18
102,80,61.92,2013-04-18
237,100,123.24,2013-04-18
237,51,79.38,2013-04-18
154,26,200.05,2013-04-18
272,120,353.79,2013-04-18
272,33,239.33,2013-04-18
272,17,111.64,2013-04-18
13,116,471.77,2013-04-19
13,79,69.98,2013-04-19
13,5,60.09,2013-04-19
36,40,260.85,2013-04-19
30,59,76.54,2013-04-19
232,105,58.17,2013-04-19
232,73,92.45,2013-04-19
232,100,123.24,2013-04-19
54,36,236.49,2013-04-20
306,69,94.17,2013-04-20
306,117,398.22,2013-04-20
20,52,74.33,2013-04-20
1,39,264.23,2013-04-20
1,85,76.47,2013-04-20
41,18,88.33,2013-04-20
148,28,202.45,2013-04-20
170,5,60.09,2013-04-21
405,48,296.4,2013-04-21
168,113,53.19,2013-04-21
168,17,111.64,2013-04-21
26,49,290.59,2013-04-21
26,57,92.34,2013-04-21
26,115,428.05,2013-04-21
296,80,61.92,2013-04-21
296,78,70.54,2013-04-21
296,24,112.71,2013-04-21
343,65,84.56,2013-04-22
343,107,58.45,2013-04-22
79,27,191.59,2013-04-22
79,122,396.33,2013-04-22
222,72,80.49,2013-04-22
222,90,172.08,2013-04-22
72,95,112.91,2013-04-22
72,49,290.59,2013-04-22
10,95,112.91,2013-04-23
10,120,353.79,2013-04-23
10,56,105.85,2013-04-23
320,44,237.85,2013-04-23
320,10,82.45,2013-04-23
320,37,246.74,2013-04-23
206,12,68.65,2013-04-23
206,112,49.12,2013-04-23
206,54,94.08,2013-04-23
366,22,94.1,2013-04-24
37,36,236.49,2013-04-24
37,23,108.0,2013-04-24
389,26,200.05,2013-04-24
322,12,68.65,2013-04-24
322,106,63.62,2013-04-24
322,19,89.96,2013-04-24
360,74,75.47,2013-04-25
360,38,247.76,2013-04-25
278,108,65.63,2013-04-25
38,73,92.45,2013-04-25
38,34,213.71,2013-04-25
2,109,65.51,2013-04-25
2,104,58.14,2013-04-25
2,74,75.47,2013-04-25
57,96,94.04,2013-04-25
109,76,64.31,2013-04-26
35,99,113.95,2013-04-26
35,112,49.12,2013-04-26
35,6,68.92,2013-04-26
46,60,81.67,2013-04-26
46,116,471.77,2013-04-26
159,61,79.6,2013-04-26
159,89,135.58,2013-04-26
43,49,290.59,2013-04-27
43,92,102.2,2013-04-27
43,123,507.96,2013-04-27
203,74,75.47,2013-04-27
363,5,60.09,2013-04-27
363,80,61.92,2013-04-27
438,32,199.55,2013-04-27
438,71,82.9,2013-04-27
28,43,251.93,2013-04-28
28,98,122.26,2013-04-28
252,125,436.51,2013-04-28
252,66,113.24,2013-04-28
252,56,105.85,2013-04-28
43,67,94.01,2013-04-28
43,88,140.7,2013-04-28
372,106,63.62,2013-04-28
372,73,92.45,2013-04-28
440,58,98.39,2013-04-29
396,105,58.17,2013-04-29
333,43,251.93,2013-04-29
217,82,63.89,2013-04-29
266,103,71.19,2013-04-29
421,78,70.54,2013-04-29
421,117,398.22,2013-04-29
218,90,172.08,2013-04-29
218,57,92.34,2013-04-29
338,30,168.48,2013-04-30
338,44,237.85,2013-04-30
192,64,89.21,2013-04-30
192,118,422.91,2013-04-30
167,31,193.69,2013-04-30
167,88,140.7,2013-04-30
167,51,79.38,2013-04-30
305,9,87.04,2013-05-01
305,48,296.4,2013-05-01
220,92,102.2,2013-05-01
315,58,98.39,2013-05-01
315,73,92.45,2013-05-01
167,29,172.17,2013-05-01
167,113,53.19,2013-05-01
304,79,69.98,2013-05-01
304,63,82.44,2013-05-01
304,78,70.54,2013-05-01
282,61,79.6,2013-05-02
409,111,46.97,2013-05-02
409,60,81.67,2013-05-02
410,112,49.12,2013-05-02
410,68,94.04,2013-05-02
410,71,82.9,2013-05-02
428,117,398.22,2013-05-02
428,71,82.9,2013-05-02
428,58,98.39,2013-05-02
125,8,76.84,2013-05-03
125,82,63.89,2013-05-03
125,62,78.23,2013-05-03
420,29,172.17,2013-05-03
420,91,102.99,2013-05-03
119,70,78.27,2013-05-03
119,27,191.59,2013-05-03
119,52,74.33,2013-05-03
127,103,71.19,2013-05-03
127,34,213.71,2013-05-03
127,12,68.65,2013-05-03
416,53,81.97,2013-05-04
421,44,237.85,2013-05-04
83,76,64.31,2013-05-04
83,85,76.47,2013-05-04
25,70,78.27,2013-05-04
25,121,500.42,2013-05-04
30,50,84.34,2013-05-04
140,16,92.84,2013-05-04
99,13,82.26,2013-05-04
99,71,82.9,2013-05-04
201,124,378.27,2013-05-05
115,42,289.65,2013-05-05
238,57,92.34,2013-05-05
227,89,135.58,2013-05-05
227,111,46.97,2013-05-05
227,41,284.09,2013-05-05
432,110,50.04,2013-05-05
432,40,260.85,2013-05-05
432,38,247.76,2013-05-05
304,4,55.31,2013-05-06
304,111,46.97,2013-05-06
350,108,65.63,2013-05-06
350,73,92.45,2013-05-06
350,126,433.25,2013-05-06
301,38,247.76,2013-05-06
301,27,191.59,2013-05-06
301,45,245.59,2013-05-06
6,34,213.71,2013-05-07
6,105,58.17,2013-05-07
362,62,74.79,2013-05-07
362,102,151.01,2013-05-07
263,58,98.39,2013-05-07
270,12,68.65,2013-05-07
33,25,105.11,2013-05-07
33,16,97.42,2013-05-07
267,20,101.28,2013-05-08
187,33,240.55,2013-05-08
187,27,196.42,2013-05-08
254,3,58.94,2013-05-08
254,92,100.45,2013-05-08
155,33,240.55,2013-05-08
155,70,74.98,2013-05-08
155,38,258.48,2013-05-08
244,90,174.58,2013-05-08
300,5,59.25,2013-05-09
300,124,369.76,2013-05-09
256,72,80.49,2013-05-09
258,58,98.39,2013-05-09
258,20,101.28,2013-05-09
258,12,68.65,2013-05-09
436,104,59.57,2013-05-09
436,112,49.12,2013-05-09
436,39,264.23,2013-05-09
375,8,76.84,2013-05-10
375,49,289.8,2013-05-10
375,24,112.71,2013-05-10
174,107,60.87,2013-05-10
174,15,88.13,2013-05-10
174,104,59.57,2013-05-10
8,73,89.34,2013-05-10
8,18,86.1,2013-05-10
8,116,479.64,2013-05-10
82,31,198.26,2013-05-10
82,100,129.59,2013-05-10
82,26,193.82,2013-05-10
6,111,47.19,2013-05-11
6,41,284.47,2013-05-11
121,7,56.65,2013-05-11
146,116,479.64,2013-05-11
146,32,202.72,2013-05-11
146,96,90.32,2013-05-11
368,60,80.17,2013-05-11
368,107,60.87,2013-05-11
208,66,112.48,2013-05-12
167,58,98.39,2013-05-12
167,84,85.24,2013-05-12
167,42,306.69,2013-05-12
264,14,79.87,2013-05-12
264,106,63.3,2013-05-12
238,98,116.34,2013-05-12
238,11,88.31,2013-05-12
238,35,225.88,2013-05-12
120,84,85.24,2013-05-12
120,93,112.51,2013-05-12
425,98,116.34,2013-05-13
100,94,111.74,2013-05-13
100,57,92.34,2013-05-13
100,87,150.68,2013-05-13
31,66,112.48,2013-05-13
84,124,369.76,2013-05-13
169,123,531.62,2013-05-13
169,43,263.77,2013-05-13
169,30,163.88,2013-05-13
434,51,79.38,2013-05-14
272,110,51.27,2013-05-14
272,10,82.45,2013-05-14
272,123,531.62,2013-05-14
284,123,531.62,2013-05-14
284,28,210.31,2013-05-14
284,42,306.69,2013-05-14
157,87,150.68,2013-05-14
157,65,84.56,2013-05-14
157,69,95.79,2013-05-14
17,4,54.28,2013-05-15
44,112,49.12,2013-05-15
44,15,88.13,2013-05-15
129,87,150.68,2013-05-15
276,32,202.72,2013-05-15
276,83,68.44,2013-05-15
276,124,369.76,2013-05-15
175,80,62.91,2013-05-15
369,119,377.23,2013-05-15
114,36,247.16,2013-05-16
114,47,298.61,2013-05-16
2,62,74.79,2013-05-16
2,51,79.38,2013-05-16
2,103,71.19,2013-05-16
209,105,58.17,2013-05-16
422,73,89.34,2013-05-16
422,54,94.24,2013-05-16
422,88,148.42,2013-05-16
58,124,369.76,2013-05-17
58,99,110.22,2013-05-17
58,64,89.15,2013-05-17
114,95,111.47,2013-05-17
332,79,69.98,2013-05-17
332,53,83.63,2013-05-17
332,119,377.23,2013-05-17
16,4,54.28,2013-05-18
16,18,86.1,2013-05-18
351,104,59.57,2013-05-18
351,32,202.72,2013-05-18
351,66,112.48,2013-05-18
166,122,410.58,2013-05-18
166,83,68.44,2013-05-18
224,47,298.61,2013-05-18
224,112,49.12,2013-05-18
224,104,59.57,2013-05-18
82,53,83.63,2013-05-19
82,110,51.27,2013-05-19
82,117,398.22,2013-05-19
125,113,53.19,2013-05-19
125,58,98.39,2013-05-19
125,65,84.56,2013-05-19
202,29,174.05,2013-05-19
202,14,79.87,2013-05-19
202,86,70.89,2013-05-19
265,75,92.9,2013-05-20
265,76,63.72,2013-05-20
152,44,239.25,2013-05-20
152,25,105.11,2013-05-20
152,8,76.84,2013-05-20
354,59,76.54,2013-05-20
354,36,247.16,2013-05-20
354,89,132.59,2013-05-20
388,92,100.45,2013-05-21
388,81,57.93,2013-05-21
284,31,198.26,2013-05-21
284,16,97.42,2013-05-21
320,9,88.23,2013-05-21
212,31,198.26,2013-05-21
212,28,210.31,2013-05-21
212,126,458.53,2013-05-21
313,4,54.28,2013-05-21
313,45,252.07,2013-05-21
313,92,100.45,2013-05-21
264,93,112.51,2013-05-22
264,24,112.71,2013-05-22
118,102,151.01,2013-05-22
393,45,252.07,2013-05-22
393,52,74.82,2013-05-22
393,3,58.94,2013-05-22
149,84,85.24,2013-05-22
364,85,76.47,2013-05-22
147,74,72.66,2013-05-22
147,120,367.89,2013-05-22
147,82,64.2,2013-05-22
358,90,174.58,2013-05-23
358,15,88.13,2013-05-23
432,45,252.07,2013-05-23
432,49,289.8,2013-05-23
432,20,101.28,2013-05-23
67,120,367.89,2013-05-23
223,105,58.17,2013-05-23
223,98,116.34,2013-05-23
387,60,80.17,2013-05-24
387,51,79.38,2013-05-24
123,60,80.17,2013-05-24
187,37,246.74,2013-05-24
227,89,132.59,2013-05-24
388,86,70.89,2013-05-24
388,102,151.01,2013-05-24
388,112,49.12,2013-05-24
58,100,129.59,2013-05-25
10,76,63.72,2013-05-25
190,81,57.93,2013-05-25
31,68,94.04,2013-05-25
31,51,79.38,2013-05-25
436,50,84.34,2013-05-25
436,123,531.62,2013-05-25
184,57,92.34,2013-05-26
184,37,246.74,2013-05-26
37,107,60.87,2013-05-26
37,23,108.0,2013-05-26
37,92,100.45,2013-05-26
312,120,367.89,2013-05-26
168,33,240.55,2013-05-26
168,89,132.59,2013-05-26
168,117,398.22,2013-05-26
257,35,225.88,2013-05-27
396,120,367.89,2013-05-27
396,16,97.42,2013-05-27
396,92,100.45,2013-05-27
396,77,54.05,2013-05-27
396,116,479.64,2013-05-27
116,121,504.51,2013-05-27
116,122,410.58,2013-05-27
271,62,74.79,2013-05-27
271,25,105.11,2013-05-27
201,2,61.17,2013-05-28
201,92,100.45,2013-05-28
201,121,504.51,2013-05-28
147,88,148.42,2013-05-28
147,101,117.11,2013-05-28
38,25,105.11,2013-05-28
88,37,246.74,2013-05-28
96,81,57.93,2013-05-28
96,94,111.74,2013-05-28
56,65,84.56,2013-05-29
25,91,102.99,2013-05-29
77,23,108.0,2013-05-29
77,47,298.61,2013-05-29
77,33,240.55,2013-05-29
424,78,69.74,2013-05-29
424,105,58.17,2013-05-29
424,57,92.34,2013-05-29
319,80,62.91,2013-05-29
319,109,67.76,2013-05-29
332,30,163.88,2013-05-30
332,80,62.91,2013-05-30
230,14,79.87,2013-05-30
230,114,384.79,2013-05-30
27,3,58.94,2013-05-30
42,112,49.12,2013-05-30
42,104,59.57,2013-05-30
188,15,88.13,2013-05-30
317,30,163.88,2013-05-31
317,79,69.98,2013-05-31
194,124,369.76,2013-05-31
194,4,54.28,2013-05-31
194,98,116.34,2013-05-31
244,28,210.31,2013-05-31
244,8,76.84,2013-05-31
244,5,59.25,2013-05-31
179,79,69.98,2013-05-31
179,70,74.98,2013-05-31
440,112,49.12,2013-06-01
234,36,247.16,2013-06-01
259,47,298.61,2013-06-01
245,86,70.89,2013-06-01
162,77,54.05,2013-06-01
162,78,69.74,2013-06-01
439,82,64.2,2013-06-01
439,41,284.47,2013-06-01
439,99,110.22,2013-06-01
325,58,98.39,2013-06-01
325,46,324.59,2013-06-01
325,69,95.79,2013-06-01
110,20,101.28,2013-06-02
110,95,111.47,2013-06-02
110,76,63.72,2013-06-02
93,83,68.44,2013-06-02
93,77,54.05,2013-06-02
318,73,89.34,2013-06-02
318,101,117.11,2013-06-02
318,58,98.39,2013-06-02
355,45,252.07,2013-06-03
355,95,111.47,2013-06-03
8,18,86.1,2013-06-03
152,121,504.51,2013-06-03
152,11,88.31,2013-06-03
132,7,56.65,2013-06-03
132,88,148.42,2013-06-03
176,14,79.87,2013-06-03
176,81,57.93,2013-06-03
142,57,94.79,2013-06-04
9,13,82.26,2013-06-04
9,91,102.99,2013-06-04
407,88,149.97,2013-06-04
206,119,377.23,2013-06-04
206,61,79.6,2013-06-04
246,102,151.01,2013-06-04
246,76,63.72,2013-06-04
246,48,327.01,2013-06-04
132,99,114.49,2013-06-05
132,19,84.48,2013-06-05
213,53,80.86,2013-06-05
213,122,410.58,2013-06-05
20,47,313.88,2013-06-05
169,121,504.51,2013-06-05
169,45,252.07,2013-06-05
169,86,70.89,2013-06-05
202,96,90.32,2013-06-05
202,102,151.01,2013-06-05
255,14,79.87,2013-06-06
255,90,177.42,2013-06-06
295,53,80.86,2013-06-06
295,78,69.74,2013-06-06
295,124,373.82,2013-06-06
141,12,68.65,2013-06-06
254,38,266.03,2013-06-06
254,25,105.11,2013-06-06
72,61,79.6,2013-06-06
72,97,122.56,2013-06-06
72,26,187.76,2013-06-06
116,55,106.06,2013-06-07
116,29,180.94,2013-06-07
129,71,82.9,2013-06-07
105,22,93.06,2013-06-07
105,35,225.88,2013-06-07
44,53,80.86,2013-06-07
44,32,194.15,2013-06-07
213,16,92.94,2013-06-07
213,90,177.42,2013-06-07
278,85,74.65,2013-06-08
318,122,410.58,2013-06-08
